sample_id,region,province_soil_name,soil_texture_class,climate_type,season,elevation_m,temp_c,rainfall_mm,nitrogen_pct,phosphorus_ppm,potassium_cmol,soil_ph,organic_matter_pct,moisture_pct,cation_exchange_capacity,base_saturation_pct,soil_depth_cm,bulk_density_gcc,drainage_class,near_water_body,slope_pct,farm_history,previous_crop,best_crop,top3_crops,suitability_spread,score_Palay (Rice),score_Mais (Corn),score_Cassava,score_Camote,score_Saging (Banana),score_Tubo (Sugarcane),score_Niyog (Coconut),score_Kape (Coffee),score_Kakaw (Cacao),score_Abaka (Abaca),score_Luya (Ginger),score_Langka (Jackfruit),score_Pechay,score_Sitaw (String Beans),score_Ampalaya,score_Malunggay (Moringa),score_Talong (Eggplant),score_Kamatis (Tomato),score_Sibuyas (Onion),score_Bawang (Garlic),score_Pinya (Pineapple),score_Mangga (Mango),score_Durian,score_Repolyo (Cabbage),score_Strawberry
SOIL006448,Eastern Visayas,Biliran Clay Loam,Clay Loam,Type II,Dry Season,41.7,28.8,148.1,0.195,29.41,1.404,5.9,1.83,22.2,,63.8,120.0,1.45,Moderately Well Drained,0,7.5,Rotation,Vegetable,Mais (Corn),Mais (Corn)|Tubo (Sugarcane)|Langka (Jackfruit),23.0,79.7,100.0,91.5,92.0,98.3,100.0,98.2,81.8,85.9,78.0,78.9,100.0,100.0,89.1,94.7,98.6,100.0,97.2,89.9,83.0,88.1,100.0,77.0,89.1,77.1
SOIL003642,Central Luzon,Candaba Muck,Muck,Type I,Wet Season,289.8,25.8,461.9,0.271,27.42,2.526,6.1,2.25,50.0,20.8,,120.0,1.27,Moderately Well Drained,0,4.3,Fallow,Vegetable,Palay (Rice),Palay (Rice)|Saging (Banana)|Niyog (Coconut),48.8,97.0,83.7,61.8,53.5,92.9,82.3,89.9,77.0,84.9,89.2,80.6,82.5,59.9,58.7,58.8,78.1,60.5,63.2,57.8,61.7,76.2,62.7,88.9,48.2,50.0
SOIL006066,Northern Mindanao,Bukidnon Clay Loam,Clay Loam,Type IV,Wet Season,639.8,25.9,166.4,0.173,18.37,1.812,5.6,0.77,78.4,22.6,76.0,60.0,1.43,Moderately Well Drained,1,1.4,Monocrop,Unknown,Niyog (Coconut),Niyog (Coconut)|Luya (Ginger)|Kakaw (Cacao),41.4,94.4,93.8,69.6,64.8,90.8,91.8,98.9,95.3,95.9,93.4,96.1,92.1,74.3,60.0,65.5,91.6,75.7,69.8,58.0,57.5,87.8,81.2,94.6,58.1,58.6
SOIL006043,MIMAROPA,Romblon Sandy Clay,Clay,Type I,Dry Season,92.8,32.3,44.1,0.074,13.11,1.819,5.3,0.5,34.8,16.1,61.0,75.0,1.3,Moderately Well Drained,1,8.7,Monocrop,Vegetable,Mangga (Mango),Mangga (Mango)|Malunggay (Moringa)|Cassava,40.7,63.9,75.1,80.0,78.4,66.0,77.7,78.4,43.1,53.1,45.9,42.0,79.4,67.0,63.5,63.4,80.8,72.7,56.8,57.1,59.8,73.9,82.7,51.2,51.4,61.0
SOIL006452,Eastern Visayas,Leyte Clay,Clay,Type II,Dry Season,161.1,30.0,233.8,0.169,6.48,2.819,6.5,1.9,41.4,28.9,31.8,90.0,1.31,Somewhat Poorly Drained,0,1.8,Orchard,Unknown,Tubo (Sugarcane),Tubo (Sugarcane)|Sitaw (String Beans)|Mangga (Mango),34.9,78.2,80.8,79.1,83.3,80.0,93.7,80.3,58.8,64.7,61.5,63.0,82.0,78.1,84.9,77.2,81.2,76.1,80.7,68.4,60.2,81.4,83.5,64.1,66.1,62.5
SOIL005513,Eastern Visayas,Leyte Clay,Clay,Type II,Dry Season,346.0,28.9,110.6,0.186,42.83,2.795,7.4,2.37,37.8,,68.4,,1.2,Somewhat Poorly Drained,0,3.4,Fallow,None,Tubo (Sugarcane),Tubo (Sugarcane)|Malunggay (Moringa)|Kamatis (Tomato),48.1,67.5,80.8,75.5,77.5,70.6,86.8,77.0,40.4,59.5,47.2,52.5,81.8,81.7,79.9,71.3,84.1,81.4,82.2,80.5,78.0,67.9,81.8,38.7,69.7,57.9
SOIL000464,Caraga,Agusan Sandy Loam,Sandy Loam,Type II,Transition,361.5,32.2,265.0,0.295,12.22,2.977,6.8,2.77,41.9,,68.0,75.0,1.39,Somewhat Poorly Drained,0,4.7,Fallow,Rice,Ampalaya,Ampalaya|Niyog (Coconut)|Talong (Eggplant),47.7,84.6,91.3,78.8,75.3,88.8,62.0,93.2,74.1,90.9,82.6,85.2,90.5,82.2,89.9,94.5,89.7,93.2,82.1,54.9,46.8,85.8,93.2,82.0,67.9,58.8
SOIL000153,Bicol Region,Camarines Sandy Loam,Sandy Loam,Type II,Transition,386.1,30.2,213.0,0.109,8.59,0.985,5.4,1.45,54.0,16.2,63.0,75.0,1.7,Somewhat Poorly Drained,0,1.8,Orchard,Rice,Malunggay (Moringa),Malunggay (Moringa)|Abaka (Abaca)|Niyog (Coconut),52.4,83.9,82.9,88.1,84.5,77.6,56.5,88.4,77.9,82.8,88.8,83.6,87.2,78.2,75.8,71.8,90.2,82.5,71.3,47.0,37.8,84.4,87.1,84.4,59.2,68.7
SOIL005011,CAR,Baguio Clay Loam,Clay Loam,Type III,Dry Season,2067.3,15.8,145.6,0.038,,1.414,5.6,1.85,28.4,29.8,50.7,150.0,1.29,Poorly Drained,1,2.4,Rotation,None,Pechay,Pechay|Mais (Corn)|Strawberry,40.0,56.0,84.8,69.5,72.1,68.0,73.2,76.3,63.0,53.8,50.1,59.7,75.3,87.8,63.0,62.0,74.4,75.2,72.8,67.5,68.4,68.1,77.1,47.8,75.3,80.6
SOIL005755,CALABARZON,Los Banos Clay Loam,Clay Loam,Type III,Wet Season,16.4,26.3,277.6,0.371,,1.689,5.2,3.2,57.3,19.0,64.6,60.0,1.08,Somewhat Poorly Drained,0,20.2,Orchard,None,Palay (Rice),Palay (Rice)|Kape (Coffee)|Kakaw (Cacao),66.3,96.9,86.4,57.2,51.4,90.6,88.7,88.3,96.6,95.6,89.3,86.5,86.8,69.5,41.2,59.3,83.3,74.1,52.8,41.0,40.0,81.2,71.9,93.8,39.1,30.6
SOIL000310,BARMM,Basilan Clay Loam,Clay Loam,Type IV,Transition,158.2,28.3,203.2,0.135,5.56,4.17,4.7,1.23,48.0,23.5,77.9,75.0,1.3,Excessively Drained,0,6.4,Fallow,Coconut,Niyog (Coconut),Niyog (Coconut)|Pinya (Pineapple)|Malunggay (Moringa),55.7,70.9,65.2,74.5,70.6,68.9,58.0,85.3,69.5,80.9,74.6,61.1,77.4,65.8,57.1,70.7,83.6,73.8,71.0,33.0,29.6,83.7,72.2,72.5,58.2,44.1
SOIL005250,BARMM,Lanao Sandy Loam,Sandy Loam,Type IV,Dry Season,104.1,26.9,322.5,0.265,7.55,1.895,5.1,2.47,33.5,15.5,53.6,75.0,1.37,Well Drained,0,3.7,Fallow,Vegetable,Cassava,Cassava|Niyog (Coconut)|Mangga (Mango),39.7,64.6,93.5,100.0,92.2,93.6,87.3,100.0,81.9,78.4,86.1,73.6,97.5,83.3,78.8,79.0,95.6,87.3,70.6,71.1,71.2,97.6,100.0,82.0,62.6,60.3
SOIL006598,BARMM,Lanao Sandy Loam,Sandy Loam,Type IV,Wet Season,125.3,29.3,206.2,0.245,18.57,1.515,6.1,2.58,63.1,13.6,75.8,45.0,1.19,Moderately Well Drained,0,0.8,Orchard,Vegetable,Niyog (Coconut),Niyog (Coconut)|Kakaw (Cacao)|Langka (Jackfruit),35.9,91.9,99.4,80.6,80.9,99.8,91.6,100.0,95.6,100.0,97.1,97.1,100.0,84.4,83.6,85.0,99.8,78.9,86.4,72.6,67.2,96.6,83.6,100.0,64.1,66.0
SOIL002562,Central Luzon,Candaba Muck,Muck,Type I,Wet Season,13.9,29.6,374.6,0.052,8.13,2.563,5.8,0.5,61.6,22.6,79.1,60.0,1.37,WELL DRAINED,0,12.4,Monocrop,None,Niyog (Coconut),Niyog (Coconut)|Tubo (Sugarcane)|Mais (Corn),51.3,76.8,80.6,66.9,56.4,76.7,80.7,81.5,74.9,80.5,80.1,80.1,79.1,47.3,48.6,46.5,74.0,55.0,42.8,43.9,36.7,75.1,62.1,80.1,30.2,36.9
SOIL000598,Bicol Region,Albay Clay Loam,Clay Loam,Type II,Wet Season,381.9,30.6,482.0,0.099,3.07,0.299,6.3,1.27,62.4,20.5,78.6,30.0,1.06,Somewhat Poorly Drained,0,14.3,Orchard,Vegetable,Palay (Rice),Palay (Rice)|Niyog (Coconut)|Abaka (Abaca),57.8,87.8,78.8,46.0,45.3,79.3,75.2,86.8,70.5,78.5,83.9,71.7,77.4,47.8,48.4,54.5,73.8,55.0,48.6,43.6,34.8,62.0,53.9,73.9,37.5,30.0
SOIL002926,BARMM,Lanao Sandy Loam,Sandy Loam,Type IV,Transition,323.3,27.3,242.5,0.101,23.68,2.51,5.3,1.72,30.2,18.6,,30.0,0.7,Well Drained,0,6.1,Rotation,Coconut,Camote,Camote|Niyog (Coconut)|Kape (Coffee),46.6,82.1,98.4,98.4,100.0,93.2,65.9,100.0,100.0,98.5,99.0,98.8,100.0,96.6,89.2,82.7,98.2,96.1,83.0,56.0,53.4,100.0,100.0,100.0,63.2,75.1
SOIL006685,Central Luzon,Pampanga Clay,Clay,Type I,Wet Season,276.1,25.8,364.5,0.159,5.01,3.813,6.3,1.8,64.8,14.4,96.2,90.0,1.07,Moderately Well Drained,0,1.4,Monocrop,Unknown,Tubo (Sugarcane),Tubo (Sugarcane)|Durian|Palay (Rice),52.6,87.7,83.7,57.2,62.2,87.2,96.1,86.9,81.6,87.2,87.1,80.1,85.3,53.3,58.9,58.3,79.9,60.4,56.0,56.6,59.4,83.7,64.2,90.4,43.5,46.0
SOIL005483,Caraga,Surigao Clay Loam,Clay Loam,Type II,Wet Season,63.3,28.8,385.5,0.216,3.82,2.459,5.3,2.33,77.1,10.3,83.0,120.0,1.23,Somewhat Poorly Drained,0,1.3,Orchard,None,Palay (Rice),Palay (Rice)|Abaka (Abaca)|Niyog (Coconut),70.5,99.5,85.6,59.1,54.8,81.4,89.0,91.9,83.9,91.2,93.2,86.7,90.8,56.4,35.5,48.3,83.8,58.9,45.3,35.2,29.0,70.8,71.0,85.8,37.4,31.0
SOIL001980,Central Luzon,Pampanga Clay,Clay,Type I,Transition,221.8,29.8,39.7,0.27,27.43,1.363,5.8,2.53,49.7,19.5,61.3,75.0,1.21,Moderately Well Drained,0,4.8,Rotation,Unknown,Palay (Rice),Palay (Rice)|Mangga (Mango)|Mais (Corn),28.6,89.1,85.0,81.2,78.1,82.1,72.8,80.8,76.1,81.5,78.1,81.0,84.0,79.9,78.0,80.0,82.7,84.5,82.9,65.9,60.5,78.6,86.5,80.1,68.5,74.6
SOIL006918,Northern Mindanao,Misamis Sandy Loam,Sandy Loam,Type IV,Transition,545.8,25.5,303.0,0.314,23.97,0.697,4.6,2.83,54.0,15.4,78.7,150.0,1.31,Somewhat Poorly Drained,0,11.2,Monocrop,Unknown,Pinya (Pineapple),Pinya (Pineapple)|Kakaw (Cacao)|Cassava,46.1,83.8,79.0,88.3,74.4,76.2,49.3,85.6,85.0,88.4,84.8,77.5,88.0,69.0,70.1,71.2,77.8,77.3,66.6,44.8,46.0,90.9,81.9,83.0,57.7,52.8
SOIL001100,Cagayan Valley,Isabela Sandy Loam,Sandy Loam,Type III,Transition,355.8,26.8,190.8,0.082,32.79,1.607,5.9,0.87,27.7,8.3,65.1,30.0,1.03,Well Drained,1,4.6,Orchard,Coconut,Kape (Coffee),Kape (Coffee)|Niyog (Coconut)|Mangga (Mango),33.8,71.1,92.5,94.1,91.4,89.2,63.3,96.3,97.1,93.2,92.5,89.6,94.3,90.1,94.2,88.9,93.6,90.9,88.5,70.8,65.6,94.4,94.7,90.7,73.6,81.5
SOIL006033,CALABARZON,Los Banos Clay Loam,Clay Loam,Type III,Wet Season,134.9,30.6,204.8,0.261,11.96,1.747,6.5,2.48,74.7,17.8,92.7,60.0,1.32,Excessively Drained,1,7.7,Fallow,None,Niyog (Coconut),Niyog (Coconut)|Malunggay (Moringa)|Kakaw (Cacao),54.6,93.4,90.3,69.4,57.5,91.6,90.6,98.9,86.1,96.0,95.9,94.6,91.7,67.9,63.1,73.6,97.6,76.2,73.4,55.1,44.3,92.0,74.5,90.8,63.5,52.6
SOIL006145,Western Visayas,Capiz Sandy Loam,Sandy Loam,Type I,Transition,231.4,25.6,43.3,0.232,21.08,1.847,6.0,2.79,38.3,12.4,78.8,,1.0,Well Drained,0,1.5,Rotation,Unknown,Mangga (Mango),Mangga (Mango)|Malunggay (Moringa)|Kamatis (Tomato),39.9,73.4,95.8,94.8,96.1,91.5,58.8,96.2,88.7,88.4,88.5,88.3,93.9,94.7,93.0,93.4,98.3,97.1,98.2,76.9,81.2,96.3,98.7,87.8,89.2,85.1
SOIL005930,Western Visayas,Iloilo Clay,Clay,Type I,Transition,395.1,31.0,58.4,0.209,,3.3,5.1,,42.0,21.9,18.1,60.0,1.18,Moderately Well Drained,0,4.4,Virgin Land,Unknown,Camote,Camote|Niyog (Coconut)|Malunggay (Moringa),39.7,82.6,76.6,78.6,87.9,70.4,65.3,87.2,68.4,79.0,73.4,68.9,80.9,75.6,69.4,74.1,87.0,79.8,70.2,50.5,48.2,84.1,82.8,77.9,62.6,65.6
SOIL003321,Central Luzon,Bulacan Clay Loam,Clay Loam,Type I,Transition,399.7,29.2,69.7,0.247,4.64,1.564,6.1,2.25,56.8,8.0,58.0,90.0,1.04,Excessively Drained,0,18.0,Rotation,Unknown,Malunggay (Moringa),Malunggay (Moringa)|Niyog (Coconut)|Ampalaya,43.2,83.3,87.5,87.0,74.6,82.5,68.5,95.2,76.9,81.4,81.4,80.8,90.9,82.3,78.3,91.8,98.6,91.6,89.2,58.9,55.4,85.3,91.3,75.4,78.2,69.1
SOIL007863,Ilocos Region,Pablo Clay,Clay,Type I,Wet Season,191.5,26.0,196.7,0.121,29.22,1.64,5.3,0.98,39.0,20.3,47.8,120.0,1.47,Well Drained,1,1.6,Monocrop,None,Tubo (Sugarcane),Tubo (Sugarcane)|Palay (Rice)|Kape (Coffee),50.7,88.0,81.9,68.1,70.1,77.6,90.6,85.2,86.5,82.1,83.5,81.4,85.9,63.7,51.9,53.2,85.6,69.5,50.8,53.0,46.2,83.9,64.5,80.5,39.9,51.7
SOIL006072,Zamboanga Peninsula,Basilan Sandy Loam,Sandy Loam,Type IV,Transition,299.3,28.6,226.5,0.183,3.63,2.744,6.2,2.2,53.4,3.0,51.4,120.0,1.03,Excessively Drained,0,0.3,Rotation,Coconut,Malunggay (Moringa),Malunggay (Moringa)|Pinya (Pineapple)|Niyog (Coconut),48.0,74.5,93.2,95.1,89.1,90.4,60.9,97.0,84.9,88.9,90.0,92.3,87.5,94.1,85.6,91.3,100.0,89.2,88.6,63.7,52.0,100.0,93.2,86.6,72.2,72.0
SOIL006305,Northern Mindanao,Bukidnon Clay Loam,Clay Loam,Type IV,Transition,207.8,30.1,311.6,0.159,7.81,1.292,6.2,0.91,50.8,16.0,79.0,60.0,1.02,Well Drained,0,7.4,Orchard,Unknown,Mais (Corn),Mais (Corn)|Mangga (Mango)|Kakaw (Cacao),51.6,87.5,98.7,84.7,82.9,94.3,78.4,95.5,88.4,97.5,93.7,96.1,96.0,81.5,74.5,92.5,97.2,93.3,76.4,51.0,47.1,83.2,97.6,94.0,68.5,59.8
SOIL003700,Cagayan Valley,Tuguegarao Clay Loam,Clay Loam,Type III,Transition,241.9,28.9,199.5,0.291,38.85,3.952,6.1,3.32,61.2,,36.0,45.0,1.4,Moderately Well Drained,0,2.3,Virgin Land,Vegetable,Saging (Banana),Saging (Banana)|Niyog (Coconut)|Kakaw (Cacao),43.0,91.6,93.4,79.5,78.3,100.0,87.3,100.0,93.1,100.0,92.9,95.6,97.1,97.7,89.4,99.4,91.0,100.0,100.0,66.2,57.0,91.0,97.4,97.8,87.3,76.3
SOIL007117,BARMM,Maguindanao Clay,Clay,Type IV,Dry Season,156.8,25.6,155.7,0.246,,0.93,5.4,2.64,40.1,20.9,,90.0,1.02,Excessively Drained,0,1.3,Virgin Land,Unknown,Pinya (Pineapple),Pinya (Pineapple)|Cassava|Malunggay (Moringa),36.2,73.6,78.3,89.1,80.6,77.8,86.2,87.6,61.9,61.0,61.6,60.6,82.3,82.6,67.5,69.7,88.1,85.0,69.6,70.9,68.5,92.8,85.7,56.6,61.1,66.4
SOIL000531,Davao Region,Davao Clay Loam,Clay Loam,Type IV,Dry Season,370.3,23.6,134.2,0.108,32.77,1.427,5.4,1.54,47.4,23.2,67.9,30.0,1.25,Poorly Drained,1,0.0,Fallow,Rice,Mangga (Mango),Mangga (Mango)|Langka (Jackfruit)|Malunggay (Moringa),27.0,78.1,89.9,81.4,80.3,83.1,90.3,90.8,71.1,70.7,73.1,66.2,92.0,90.8,72.8,77.7,91.6,89.4,76.9,69.2,67.7,79.4,93.2,68.1,67.5,72.8
SOIL005833,Davao Region,Davao Clay Loam,Clay Loam,Type IV,Wet Season,135.0,30.1,129.2,0.308,17.36,1.161,5.5,3.33,69.8,20.7,27.0,75.0,1.25,Poorly Drained,0,0.4,Rotation,Unknown,Palay (Rice),Palay (Rice)|Langka (Jackfruit)|Mais (Corn),51.2,100.0,94.1,62.5,56.1,93.9,91.7,93.9,86.9,90.0,93.5,92.9,95.6,74.7,58.6,64.7,84.9,75.5,61.5,51.7,48.8,80.9,78.9,86.6,52.1,59.1
SOIL001190,Caraga,Agusan Sandy Loam,Sandy Loam,Type II,Dry Season,96.9,26.9,105.6,0.134,12.93,0.841,5.9,1.12,5.1,20.4,40.4,60.0,1.11,well drained,0,1.9,Monocrop,Vegetable,Cassava,Cassava|Camote|Mais (Corn),41.7,54.6,95.0,96.3,96.3,88.4,82.1,92.1,70.4,73.1,70.1,73.1,94.2,91.1,91.2,93.5,94.9,93.6,91.8,91.6,91.2,91.9,94.7,70.6,78.9,84.5
SOIL007146,Northern Mindanao,Misamis Sandy Loam,Sandy Loam,Type IV,Wet Season,122.5,27.5,123.7,0.315,5.99,2.049,5.1,2.66,48.7,28.4,56.0,150.0,1.02,Well Drained,1,2.1,Rotation,Corn,Pinya (Pineapple),Pinya (Pineapple)|Niyog (Coconut)|Langka (Jackfruit),46.7,77.8,94.5,71.6,67.7,87.7,79.5,99.4,95.6,96.0,93.7,89.0,98.6,74.9,63.2,65.5,97.0,72.9,63.3,65.7,63.1,100.0,79.4,93.4,53.3,58.8
SOIL000960,Caraga,Agusan Sandy Loam,Sandy Loam,Type II,Dry Season,118.4,29.8,246.4,0.232,3.59,2.878,5.7,3.0,38.6,18.5,94.1,60.0,1.22,Well Drained,0,3.1,Monocrop,Vegetable,Mais (Corn),Mais (Corn)|Cassava|Niyog (Coconut),36.5,63.5,100.0,100.0,98.8,99.2,93.6,100.0,79.5,83.1,79.9,82.5,100.0,97.5,96.1,91.0,100.0,100.0,89.4,83.2,76.5,100.0,100.0,86.4,71.4,79.5
SOIL001264,CALABARZON,Los Banos Clay Loam,Clay Loam,Type III,Transition,290.8,29.1,193.9,0.241,11.81,1.031,5.0,3.26,40.8,3.0,54.0,45.0,1.31,Somewhat Poorly Drained,0,5.5,Virgin Land,Rice,Palay (Rice),Palay (Rice)|Langka (Jackfruit)|Abaka (Abaca),60.1,100.0,84.5,86.4,81.7,83.4,70.7,95.9,96.0,95.6,96.3,85.0,97.8,87.8,71.8,75.7,93.6,85.9,78.6,47.1,39.9,85.7,94.1,93.8,68.3,58.7
SOIL004956,Bicol Region,Bicol Clay,Clay,Type II,Transition,138.1,28.8,159.4,0.13,4.06,3.894,6.1,,43.1,16.2,66.4,120.0,1.48,Excessively Drained,0,0.6,Fallow,Rice,Niyog (Coconut),Niyog (Coconut)|Pinya (Pineapple)|Palay (Rice),35.8,82.8,76.3,79.6,81.3,75.8,71.1,86.8,72.7,77.9,68.0,74.1,75.4,77.5,76.8,77.0,79.6,81.4,78.0,56.3,51.0,83.9,77.9,73.4,65.9,67.2
SOIL006254,Zamboanga Peninsula,Basilan Sandy Loam,Sandy Loam,Type IV,Wet Season,300.8,26.6,310.0,0.11,12.18,2.248,6.0,1.34,68.0,17.3,75.5,60.0,1.55,Well Drained,1,2.0,Virgin Land,Unknown,Mais (Corn),Mais (Corn)|Durian|Abaka (Abaca),49.6,75.6,100.0,75.3,76.2,91.7,84.9,92.5,95.3,95.4,95.5,94.4,92.9,71.6,72.4,78.5,94.5,72.6,61.2,63.7,65.6,92.9,75.1,98.0,51.7,50.4
SOIL001446,Northern Mindanao,Misamis Sandy Loam,Sandy Loam,Type IV,Dry Season,309.7,28.7,199.0,0.184,4.06,1.276,4.7,1.8,8.0,9.0,52.8,90.0,1.13,Moderately Well Drained,1,2.3,Monocrop,Corn,Niyog (Coconut),Niyog (Coconut)|Malunggay (Moringa)|Cassava,34.0,68.1,84.2,96.9,92.3,82.1,78.5,98.2,71.0,78.6,77.8,64.2,96.4,87.2,81.6,83.9,97.6,83.9,81.1,78.7,69.5,96.3,96.4,72.1,66.5,67.4
SOIL004806,Bicol Region,Camarines Sandy Loam,Sandy Loam,Type II,Wet Season,31.5,30.0,430.6,0.246,11.93,0.885,5.0,2.78,55.7,18.8,70.0,75.0,1.13,Somewhat Poorly Drained,0,1.8,Fallow,Rice,Abaka (Abaca),Abaka (Abaca)|Durian|Niyog (Coconut),61.6,89.8,81.8,66.6,57.2,83.0,72.0,92.1,78.5,89.2,95.0,73.9,88.7,55.2,45.4,47.8,77.5,55.3,45.3,44.3,38.6,81.9,70.3,93.0,36.1,33.4
SOIL001748,Bicol Region,Camarines Sandy Loam,Sandy Loam,Type II,Wet Season,156.9,29.4,410.5,0.312,4.42,2.926,6.2,3.26,51.9,,53.5,90.0,1.0,Somewhat Poorly Drained,1,1.4,Virgin Land,Vegetable,Durian,Durian|Mais (Corn)|Abaka (Abaca),47.5,87.8,95.3,60.1,50.6,92.2,78.4,91.6,80.2,93.4,95.2,93.3,94.8,62.3,60.2,62.7,78.9,62.2,61.1,59.8,53.0,82.9,71.9,98.1,53.1,53.3
SOIL001344,Central Visayas,Cebu Clay Loam,Clay Loam,Type III,Dry Season,212.0,31.4,205.5,0.19,21.55,1.943,6.5,1.49,13.8,21.7,44.1,75.0,1.0,Somewhat Poorly Drained,1,3.6,Orchard,None,Saging (Banana),Saging (Banana)|Tubo (Sugarcane)|Langka (Jackfruit),33.9,75.1,89.2,76.1,75.3,90.7,89.7,87.2,56.8,68.4,65.2,63.6,89.3,80.6,74.6,86.6,86.2,86.1,84.6,64.7,57.2,76.4,88.1,71.3,75.5,63.3
SOIL002921,Western Visayas,Iloilo Clay,Clay,Type I,Wet Season,265.8,28.5,348.6,0.306,9.2,0.942,6.3,3.22,71.4,17.3,76.4,60.0,1.25,Well Drained,0,4.0,Monocrop,None,Tubo (Sugarcane),Tubo (Sugarcane)|Palay (Rice)|Abaka (Abaca),48.8,94.9,91.1,70.0,59.4,92.6,99.4,89.8,90.5,93.5,94.1,92.4,92.5,61.5,63.2,66.1,81.6,69.1,60.2,64.7,54.6,88.5,73.8,88.5,52.2,50.6
SOIL000111,Central Visayas,Negros Clay,Clay,Type III,Dry Season,135.6,29.8,229.5,0.207,10.71,2.032,4.8,1.74,20.0,14.0,54.7,120.0,1.41,Somewhat Poorly Drained,0,3.5,Rotation,Corn,Niyog (Coconut),Niyog (Coconut)|Cassava|Tubo (Sugarcane),37.3,77.5,73.2,81.6,78.1,67.7,81.3,82.9,57.9,60.8,57.4,50.4,79.8,67.2,70.6,68.0,80.7,73.8,65.7,53.9,45.6,79.4,78.6,61.6,48.4,48.5
SOIL001073,Cagayan Valley,Cagayan Sandy Loam,Sandy Loam,Type III,Wet Season,253.9,28.4,269.3,0.204,29.88,1.421,6.8,2.4,60.1,19.9,51.1,90.0,1.18,Well Drained,0,2.7,Orchard,Corn,Niyog (Coconut),Niyog (Coconut)|Kakaw (Cacao)|Abaka (Abaca),54.8,82.8,96.4,84.7,83.2,99.8,91.1,100.0,90.8,100.0,100.0,99.1,99.7,82.0,81.2,82.3,98.3,81.7,75.0,65.6,63.8,95.9,82.7,89.2,58.3,45.2
SOIL007419,CAR,Baguio Clay Loam,Clay Loam,Type III,Wet Season,896.7,25.5,311.5,0.133,11.03,4.249,5.4,2.26,49.4,29.4,67.2,60.0,1.16,Well Drained,1,1.4,Fallow,Corn,Tubo (Sugarcane),Tubo (Sugarcane)|Kakaw (Cacao)|Saging (Banana),57.8,81.7,88.2,63.5,67.6,94.6,99.1,94.1,91.0,97.9,89.9,86.9,92.8,67.6,46.0,56.4,89.9,73.6,54.1,44.1,41.3,80.5,73.7,94.5,44.6,42.0
SOIL005530,Western Visayas,Iloilo Clay,Clay,Type I,Wet Season,315.1,25.4,270.2,0.229,7.32,1.725,5.9,2.4,77.4,22.4,55.7,75.0,1.44,Well Drained,1,0.7,Virgin Land,Rice,Tubo (Sugarcane),Tubo (Sugarcane)|Palay (Rice)|Durian,50.6,95.3,91.1,72.5,68.7,84.9,100.0,88.6,88.8,87.6,92.0,89.4,90.0,68.6,66.4,68.7,87.2,70.3,64.9,55.4,54.1,87.9,71.3,92.3,49.4,51.7
SOIL004385,Bicol Region,Bicol Clay,Clay,Type II,Wet Season,205.1,25.0,362.2,0.156,23.0,1.458,5.0,0.84,72.0,25.9,47.2,75.0,1.03,Well Drained,0,3.7,Monocrop,Coconut,Tubo (Sugarcane),Tubo (Sugarcane)|Durian|Kakaw (Cacao),64.0,86.3,75.4,67.5,57.1,74.8,90.4,83.6,82.7,87.0,82.0,76.1,86.2,49.2,45.7,43.0,81.4,53.1,38.2,40.7,39.1,78.2,65.0,87.5,26.4,30.0
SOIL000682,Northern Mindanao,Misamis Sandy Loam,Sandy Loam,Type IV,Transition,653.4,22.5,232.2,0.262,,1.828,5.3,2.58,42.7,36.0,87.4,150.0,1.51,Well Drained,0,23.6,Fallow,Rice,Kape (Coffee),Kape (Coffee)|Luya (Ginger)|Pinya (Pineapple),43.5,81.4,97.8,96.6,90.7,95.5,69.3,94.5,100.0,92.6,96.4,99.9,96.1,92.9,86.9,81.4,97.6,97.1,84.8,57.6,56.5,99.1,95.7,96.5,74.9,87.8
SOIL000477,Central Visayas,Bohol Sandy Loam,Sandy Loam,Type III,Wet Season,342.5,29.8,257.1,0.262,4.63,5.0,6.7,3.05,48.7,14.8,55.9,75.0,1.07,Well Drained,0,1.3,Rotation,Corn,Luya (Ginger),Luya (Ginger)|Langka (Jackfruit)|Pinya (Pineapple),47.2,73.9,88.3,72.9,69.3,93.3,84.5,92.4,82.9,92.9,92.9,94.3,94.2,69.3,74.3,77.8,92.1,79.9,73.1,64.3,56.0,93.6,74.0,83.8,55.8,47.1
SOIL004683,Bicol Region,Bicol Clay,Clay,Type II,Transition,199.8,31.8,139.4,0.037,11.63,3.559,6.1,0.5,52.3,29.2,54.0,150.0,1.0,poorly drained,0,3.2,Monocrop,Corn,Palay (Rice),Palay (Rice)|Talong (Eggplant)|Pinya (Pineapple),32.8,73.8,69.6,66.0,70.2,64.4,60.8,70.2,58.2,70.0,57.1,59.8,69.1,66.8,68.5,68.6,71.1,72.4,61.2,51.2,41.0,72.2,69.5,67.6,57.8,58.7
SOIL005720,Central Visayas,Bohol Sandy Loam,Sandy Loam,Type III,Dry Season,149.3,27.8,241.3,0.224,14.81,1.641,5.0,2.37,42.3,24.4,59.1,90.0,1.21,Well Drained,0,6.6,Fallow,Vegetable,Cassava,Cassava|Langka (Jackfruit)|Niyog (Coconut),34.8,65.3,91.4,100.0,99.1,90.1,83.1,99.8,80.2,80.2,80.2,71.8,100.0,91.6,86.4,83.6,96.9,96.5,83.2,72.3,67.5,98.6,98.5,82.5,65.3,65.2
